Success,Reward,Time,Distance Ratio
0,-0.383333333333333,0.383333333333333,1.0
0,-0.06666666666666667,0.06666666666666667,0.042747358309317966
1,0.3098932206630707,0.27916666666666656,0.4538461538461538
0,-0.36666666666666625,0.36666666666666625,0.9200680272108843
0,-0.3666666666666663,0.3666666666666663,0.6405835543766578
0,-0.49166666666666603,0.49166666666666603,1.0
1,0.15637058019638062,0.28750000000000003,0.4433962264150944
0,-0.3749999999999997,0.3749999999999997,1.0
0,-0.4333333333333327,0.4333333333333327,1.0
0,-0.345833333333333,0.345833333333333,1.0
1,0.2233947515487671,0.37499999999999956,0.732638888888889
1,0.29067304730415344,0.39583333333333287,0.6752183406113538
1,0.39916369318962097,0.42083333333333295,0.8116883116883117
0,-0.2916666666666665,0.2916666666666665,0.7329545454545454
0,-0.30416666666666653,0.30416666666666653,0.7733408323959505
0,-0.32499999999999973,0.32499999999999973,0.5298050139275766
1,0.2437238097190857,0.44166666666666604,0.711978465679677
0,-0.4249999999999995,0.4249999999999995,1.0
0,-0.07916666666666666,0.07916666666666666,0.043345232024477306
1,0.3039104640483856,0.3541666666666663,0.47495872317006055
1,0.14520332217216492,0.3166666666666666,0.4949152542372881
1,0.38472890853881836,0.383333333333333,0.908675799086758
0,-0.38333333333333297,0.38333333333333297,0.9984496124031007
1,0.4403151571750641,0.41666666666666635,0.8703296703296703
0,-0.41666666666666613,0.41666666666666613,1.0
1,0.15426570177078247,0.3874999999999996,0.8140556368960469
0,-0.3958333333333328,0.3958333333333328,0.7435897435897436
1,0.36529362201690674,0.3208333333333331,0.4321055525013744
1,0.39694347977638245,0.29166666666666663,0.7353658536585366
0,-0.1916666666666667,0.1916666666666667,0.38575667655786355
0,-0.3458333333333332,0.3458333333333332,1.0
1,0.12384593486785889,0.38333333333333297,0.8811881188118812
0,-0.395833333333333,0.395833333333333,0.9703947368421052
1,0.13684286177158356,0.22916666666666685,0.23621227887617066
1,0.37293821573257446,0.49166666666666603,0.8956594323873122
0,-0.39166666666666633,0.39166666666666633,1.0
1,0.22856080532073975,0.30833333333333324,0.4802300503235083
0,-0.3416666666666664,0.3416666666666664,1.0
0,-0.383333333333333,0.383333333333333,1.0
0,-0.38333333333333286,0.38333333333333286,1.0
1,0.013535737991333008,0.3374999999999999,0.648936170212766
1,0.36733800172805786,0.25416666666666665,0.2950423216444982
1,0.1350645124912262,0.3999999999999995,0.8342696629213483
1,0.4554896652698517,0.39583333333333304,0.867790594498669
0,-0.4541666666666663,0.4541666666666663,1.0
0,-0.09583333333333333,0.09583333333333333,0.07159791370317686
0,-0.44583333333333275,0.44583333333333275,1.0
0,-0.4166666666666661,0.4166666666666661,0.953626634958383
0,-0.31666666666666654,0.31666666666666654,0.6237864077669902
1,0.34020742774009705,0.27083333333333326,0.29622758194186766
1,0.1872299611568451,0.2666666666666668,0.580672268907563
0,-0.2833333333333333,0.2833333333333333,0.6549222797927461
1,0.2515851855278015,0.42916666666666614,0.6912442396313364
0,-0.2791666666666666,0.2791666666666666,0.8259911894273128
1,0.21538802981376648,0.39166666666666616,0.688463911165947
1,0.2985283434391022,0.35833333333333295,0.5112359550561798
1,0.2127879410982132,0.22916666666666674,0.5452162516382699
1,0.09388232231140137,0.30000000000000004,0.5786290322580645
1,0.09171241521835327,0.30416666666666664,0.567829457364341
1,0.40627938508987427,0.3249999999999999,0.8146892655367232
0,-0.441666666666666,0.441666666666666,0.9159599074787972
0,-0.4833333333333327,0.4833333333333327,1.0
0,-0.17083333333333345,0.17083333333333345,0.11170928667563931
1,0.38651567697525024,0.4958333333333327,0.8826429980276134
