Success,Reward,Time,Distance Ratio
1,0.3479917347431183,0.21666666666666673,0.1391820580474934
1,0.132179856300354,0.42916666666666603,0.6643741403026134
0,-0.5374999999999994,0.5374999999999994,1.0
1,0.30839261412620544,0.2833333333333333,0.615234375
1,0.23847675323486328,0.5416666666666664,0.9199403281949279
1,0.21637886762619019,0.6916666666666661,0.9341368919500646
1,0.07649436593055725,0.39583333333333287,0.888
1,0.2681407928466797,0.43749999999999994,0.9231200897867564
1,0.23563700914382935,0.42916666666666625,0.9595719381688467
1,0.1917899250984192,0.3749999999999997,0.5763612217795485
1,0.28438034653663635,0.47916666666666646,0.9029559397657557
1,0.16552293300628662,0.3083333333333334,0.4604726976365117
1,0.19339051842689514,0.2458333333333336,0.3249097472924187
0,-0.15833333333333335,0.15833333333333335,0.04914285714285714
1,0.18436011672019958,0.4708333333333328,0.8616168973051712
1,0.08261719346046448,0.27916666666666684,0.4030456852791878
1,0.38300567865371704,0.3249999999999999,0.5222101841820151
1,0.26785728335380554,0.34583333333333327,0.865771812080537
1,0.3098517954349518,0.4583333333333333,0.936627282491944
1,0.3131225109100342,0.25,0.7065217391304348
1,0.19627055525779724,0.3,0.40634920634920635
1,0.28603094816207886,0.4374999999999998,0.9037947621592731
0,-0.4458333333333329,0.4458333333333329,0.8448275862068965
1,0.3405137062072754,0.44166666666666654,0.908296943231441
1,0.34689921140670776,0.3208333333333333,0.8301127214170692
1,0.16089728474617004,0.19166666666666676,0.25600961538461536
1,0.12787340581417084,0.2291666666666669,0.23127753303964757
1,0.32164549827575684,0.3833333333333332,0.8604294478527608
1,0.1487051248550415,0.37083333333333296,0.9275603663613655
1,0.3469344973564148,0.25833333333333336,0.3072215422276622
0,-0.3,0.3,0.5638832997987927
1,0.26593849062919617,0.39166666666666633,0.8312159709618875
0,-0.25833333333333336,0.25833333333333336,0.25620280474649404
1,0.3865356743335724,0.34583333333333316,0.6029850746268657
1,0.28734010457992554,0.6041666666666661,0.9329334787350054
1,0.34818845987319946,0.5874999999999996,0.9184738955823292
1,0.2995894253253937,0.3583333333333333,0.8823529411764707
1,0.3043498694896698,0.41666666666666624,0.8554336989032902
1,0.2903080880641937,0.46666666666666634,0.9070981210855951
1,0.32496750354766846,0.558333333333333,0.9551849921834288
1,0.09302860498428345,0.3958333333333328,0.9117647058823529
1,0.07779467105865479,0.32083333333333336,0.4724041159962582
1,0.2398880422115326,0.41666666666666613,0.6613119143239625
1,0.15910202264785767,0.36666666666666636,0.6495664739884394
1,0.21498706936836243,0.3541666666666664,0.5069033530571992
1,0.21662235260009766,0.4958333333333328,0.9780581459133296
1,0.31948328018188477,0.4499999999999997,0.9795620437956203
1,0.1345737874507904,0.2166666666666669,0.19258373205741627
1,0.2799832224845886,0.433333333333333,0.9449396958573676
1,0.18492531776428223,0.31666666666666654,0.7809633027522936
1,0.38121020793914795,0.43749999999999967,0.9265975820379966
1,0.3106769621372223,0.41249999999999976,0.870851370851371
1,0.3627606928348541,0.4041666666666663,0.8322851153039833
1,0.24895378947257996,0.2833333333333333,0.35714285714285715
1,0.10788524150848389,0.5124999999999994,0.8450598802395209
1,0.16408121585845947,0.30833333333333335,0.4352373290426388
1,0.35220766067504883,0.3041666666666666,0.643312101910828
1,0.3704574406147003,0.2666666666666667,0.2645869439630271
1,0.22466596961021423,0.2500000000000002,0.23594615993665877
1,0.2614477574825287,0.3416666666666665,0.4876431585292345
1,0.30261945724487305,0.37499999999999956,0.5491803278688524
1,0.21331194043159485,0.39166666666666616,0.6982167352537724
1,0.23117399215698242,0.3708333333333329,0.711340206185567
1,0.3485337793827057,0.3416666666666664,0.5144385026737968
1,0.30083444714546204,0.3916666666666665,0.9203839638622248
