Success,Reward,Time,Distance Ratio
1,0.026579618453979492,0.3000000000000001,0.585
1,0.22995829582214355,0.4249999999999994,0.806900389538119
1,0.3621434271335602,0.2833333333333332,0.3398001175778953
1,0.16818779706954956,0.36249999999999966,0.9454209065679926
1,0.3724396228790283,0.26249999999999996,0.18384879725085912
1,0.26269808411598206,0.4083333333333329,0.7408376963350785
1,0.40301021933555603,0.27083333333333326,0.3791178112786153
0,-0.2291666666666667,0.2291666666666667,0.6190833959429001
0,-0.21666666666666667,0.21666666666666667,0.20772442588726517
1,0.045868128538131714,0.3583333333333331,0.819672131147541
0,-0.34999999999999964,0.34999999999999964,0.8635235732009925
1,0.32203277945518494,0.34166666666666645,0.6993865030674846
1,0.4954814612865448,0.3333333333333332,0.9136291600633915
0,-0.14583333333333334,0.14583333333333334,0.16363636363636366
1,0.3339970111846924,0.2625,0.37880794701986753
1,0.25248193740844727,0.2,0.14117647058823532
0,-0.05,0.05,0.032279314888010543
1,0.4374430477619171,0.2708333333333333,0.27117741076185403
0,-0.16666666666666666,0.16666666666666666,0.3440050219711237
0,-0.09583333333333333,0.09583333333333333,0.026769509981851177
0,-0.3333333333333331,0.3333333333333331,0.5158858373721056
1,0.299716591835022,0.4958333333333327,0.9221508828250401
1,0.2962876856327057,0.3291666666666664,0.7928118393234672
1,0.12866204977035522,0.2583333333333335,0.4182547642928786
0,-0.11666666666666667,0.11666666666666667,0.1115031757233592
1,0.4429873526096344,0.2916666666666667,0.9291882556131262
1,0.21621716022491455,0.3249999999999998,0.7134909596662031
1,0.14611908793449402,0.2708333333333334,0.2769652650822669
1,0.2428821325302124,0.4249999999999994,0.7887887887887888
1,0.08037552237510681,0.25416666666666693,0.41435768261964734
0,-0.04583333333333333,0.04583333333333333,0.014538558786346396
0,-0.2916666666666666,0.2916666666666666,0.5256895619253651
0,-0.175,0.175,0.02433206106870229
0,-0.2833333333333332,0.2833333333333332,0.4916136495083863
1,0.49776703119277954,0.36666666666666653,0.9529964747356052
0,-0.2666666666666666,0.2666666666666666,0.8250980392156864
1,0.19069314002990723,0.37083333333333296,0.6395045632333768
1,0.23397791385650635,0.4249999999999994,0.7490129723632263
0,-0.3041666666666666,0.3041666666666666,0.9234006734006734
1,0.259867399930954,0.2749999999999999,0.7040572792362768
0,-0.20833333333333334,0.20833333333333334,0.13484251968503938
0,-0.20416666666666666,0.20416666666666666,0.48245054243777924
1,0.36163413524627686,0.3874999999999997,0.7931937172774869
0,-0.36249999999999966,0.36249999999999966,0.7574946466809421
0,-0.0875,0.0875,0.02926829268292683
1,0.6903581023216248,0.22916666666666666,0.5073779795686719
1,0.0868152379989624,0.35416666666666646,0.7140335392762578
0,-0.3083333333333332,0.3083333333333332,0.3376707872478855
0,-0.075,0.075,0.015996343692870202
0,-0.05416666666666667,0.05416666666666667,0.013285024154589372
0,-0.1125,0.1125,0.10794420861127955
1,0.24450978636741638,0.4124999999999994,0.8706800445930881
0,-0.07916666666666666,0.07916666666666666,0.020784313725490198
0,-0.09583333333333333,0.09583333333333333,0.012434554973821989
0,-0.16666666666666666,0.16666666666666666,0.24649073554183046
0,-0.4208333333333328,0.4208333333333328,0.9385140905209223
1,0.30094438791275024,0.23333333333333334,0.44256120527306964
0,-0.15416666666666667,0.15416666666666667,0.039873130946986864
1,0.07890146970748901,0.35416666666666646,0.8383561643835618
0,-0.3624999999999996,0.3624999999999996,0.5745433117265762
1,0.3164624571800232,0.4499999999999994,0.8154639175257733
1,0.09794449806213379,0.37499999999999967,0.8184019370460048
0,-0.32499999999999984,0.32499999999999984,0.8884430176565008
